usage_date_utc,model,workspace,api_key,usage_type,context_window,token_type,cost_usd,list_price_usd,cost_type,inference_geo,speed
2026-03-03,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_read,1.15,1.15,token,global,
2026-03-03,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_write_5m,1.65,1.65,token,global,
2026-03-03,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.88,0.88,token,global,
2026-03-04,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.03,0.03,token,not_available,
2026-03-04,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.01,0.01,token,not_available,
2026-03-04,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.00,0.00,token,not_available,
2026-03-04,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_read,0.00,0.00,token,not_available,
2026-03-04,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_write_5m,0.10,0.10,token,not_available,
2026-03-04,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.01,0.01,token,not_available,
2026-03-04,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-03-04,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,7.54,7.54,token,global,
2026-03-04,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,13.01,13.01,token,global,
2026-03-04,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,2.45,2.45,token,global,
2026-03-04,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,0.31,0.31,token,global,
2026-03-04,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,4.10,4.10,token,not_available,
2026-03-04,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,7.47,7.47,token,not_available,
2026-03-04,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,1.04,1.04,token,not_available,
2026-03-04,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.01,0.01,token,global,
2026-03-04,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_read,0.39,0.39,token,global,
2026-03-04,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_write_5m,0.43,0.43,token,global,
2026-03-04,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.33,0.33,token,global,
2026-03-05,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.05,0.05,token,not_available,
2026-03-05,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.01,0.01,token,not_available,
2026-03-05,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.02,0.02,token,not_available,
2026-03-05,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-03-05,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,6.83,6.83,token,global,
2026-03-05,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,8.12,8.12,token,global,
2026-03-05,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,2.53,2.53,token,global,
2026-03-05,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,4.08,4.08,token,not_available,
2026-03-05,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.35,0.35,token,not_available,
2026-03-05,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-03-05,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,5.99,5.99,token,global,
2026-03-05,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,6.18,6.18,token,global,
2026-03-05,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,2.03,2.03,token,global,
2026-03-05,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.01,0.01,token,global,
2026-03-05,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_read,0.04,0.04,token,global,
2026-03-05,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_write_5m,0.15,0.15,token,global,
2026-03-05,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.08,0.08,token,global,
2026-03-06,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.10,0.10,token,not_available,
2026-03-06,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,0.15,0.15,token,not_available,
2026-03-06,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.31,0.31,token,not_available,
2026-03-06,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.15,0.15,token,not_available,
2026-03-06,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-03-06,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,8.00,8.00,token,global,
2026-03-06,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,8.41,8.41,token,global,
2026-03-06,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,2.64,2.64,token,global,
2026-03-06,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,6.12,6.12,token,not_available,
2026-03-06,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.53,0.53,token,not_available,
2026-03-06,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.07,0.07,token,global,
2026-03-06,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,0.35,0.35,token,global,
2026-03-06,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.81,0.81,token,global,
2026-03-06,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,0.58,0.58,token,global,
2026-03-06,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.02,0.02,token,global,
2026-03-06,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_read,0.07,0.07,token,global,
2026-03-06,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_write_5m,0.17,0.17,token,global,
2026-03-06,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.09,0.09,token,global,
2026-03-07,--,Default,QuePasa,--,--,--,0.04,0.04,web_search,--,--
2026-03-07,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.03,0.03,token,not_available,
2026-03-07,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,0.01,0.01,token,not_available,
2026-03-07,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.03,0.03,token,not_available,
2026-03-07,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.01,0.01,token,not_available,
2026-03-07,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-03-07,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,6.96,6.96,token,global,
2026-03-07,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,6.80,6.80,token,global,
2026-03-07,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,4.11,4.11,token,global,
2026-03-07,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,not_available,
2026-03-07,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,0.00,0.00,token,not_available,
2026-03-07,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.02,0.02,token,not_available,
2026-03-07,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,output,0.00,0.00,token,not_available,
2026-03-07,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-03-07,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,4.73,4.73,token,global,
2026-03-07,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,5.89,5.89,token,global,
2026-03-07,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,1.52,1.52,token,global,
2026-03-08,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.01,0.01,token,not_available,
2026-03-08,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,0.03,0.03,token,not_available,
2026-03-08,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.08,0.08,token,not_available,
2026-03-08,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.04,0.04,token,not_available,
2026-03-08,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-03-08,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,5.33,5.33,token,global,
2026-03-08,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.35,0.35,token,global,
2026-03-08,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,2.01,2.01,token,global,
2026-03-08,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,2.34,2.34,token,global,
2026-03-08,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-03-08,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,0.14,0.14,token,global,
2026-03-08,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.46,0.46,token,global,
2026-03-08,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,0.20,0.20,token,global,
2026-03-09,--,Default,QuePasa,--,--,--,0.39,0.39,web_search,--,--
2026-03-09,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.49,0.49,token,not_available,
2026-03-09,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,0.21,0.21,token,not_available,
2026-03-09,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.37,0.37,token,not_available,
2026-03-09,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.21,0.21,token,not_available,
2026-03-09,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,12.03,12.03,token,not_available,
2026-03-09,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,2.82,2.82,token,not_available,
2026-03-09,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.48,0.48,token,global,
2026-03-09,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,4.98,4.98,token,global,
2026-03-09,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,9.42,9.42,token,global,
2026-03-09,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,29.11,29.11,token,global,
2026-03-09,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,10.21,10.21,token,global,
2026-03-09,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,10.45,10.45,token,not_available,
2026-03-09,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.90,0.90,token,not_available,
2026-03-09,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-03-09,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,1.02,1.02,token,global,
2026-03-09,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,1.47,1.47,token,global,
2026-03-09,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,0.51,0.51,token,global,
2026-03-09,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.08,0.08,token,global,
2026-03-09,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_read,0.66,0.66,token,global,
2026-03-09,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_write_5m,1.46,1.46,token,global,
2026-03-09,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.68,0.68,token,global,
2026-03-10,--,Default,QuePasa,--,--,--,0.08,0.08,web_search,--,--
2026-03-10,Claude Haiku 3,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,not_available,
2026-03-10,Claude Haiku 3,Default,QuePasa,message,≤ 200k,output,0.00,0.00,token,not_available,
2026-03-10,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.10,0.10,token,not_available,
2026-03-10,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,0.05,0.05,token,not_available,
2026-03-10,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.32,0.32,token,not_available,
2026-03-10,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.13,0.13,token,not_available,
2026-03-10,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,3.90,3.90,token,not_available,
2026-03-10,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.76,0.76,token,not_available,
2026-03-10,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-03-10,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,14.78,14.78,token,global,
2026-03-10,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,9.75,9.75,token,global,
2026-03-10,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,15.82,15.82,token,global,
2026-03-10,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,4.89,4.89,token,global,
2026-03-10,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,8.33,8.33,token,not_available,
2026-03-10,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.77,0.77,token,not_available,
2026-03-10,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-03-10,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,1.19,1.19,token,global,
2026-03-10,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,1.83,1.83,token,global,
2026-03-10,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,0.92,0.92,token,global,
2026-03-10,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.11,0.11,token,global,
2026-03-10,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_read,0.46,0.46,token,global,
2026-03-10,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_write_5m,0.85,0.85,token,global,
2026-03-10,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.43,0.43,token,global,
2026-03-11,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.07,0.07,token,not_available,
2026-03-11,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.01,0.01,token,not_available,
2026-03-11,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.01,0.01,token,global,
2026-03-11,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,16.30,16.30,token,global,
2026-03-11,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,14.77,14.77,token,global,
2026-03-11,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,23.62,23.62,token,global,
2026-03-11,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,9.11,9.11,token,global,
2026-03-11,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,not_available,
2026-03-11,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,4.42,4.42,token,not_available,
2026-03-11,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,1.19,1.19,token,not_available,
2026-03-11,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,2.87,2.87,token,not_available,
2026-03-11,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,output,1.83,1.83,token,not_available,
2026-03-11,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,3.93,3.93,token,not_available,
2026-03-11,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,13.56,13.56,token,not_available,
2026-03-11,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,1.66,1.66,token,not_available,
2026-03-11,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-03-11,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,3.18,3.18,token,global,
2026-03-11,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,4.37,4.37,token,global,
2026-03-11,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,1.25,1.25,token,global,
2026-03-11,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.09,0.09,token,global,
2026-03-11,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_read,0.38,0.38,token,global,
2026-03-11,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,input_cache_write_5m,0.85,0.85,token,global,
2026-03-11,Claude Sonnet 4.6,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.40,0.40,token,global,
2026-03-12,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.05,0.05,token,not_available,
2026-03-12,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.01,0.01,token,not_available,
2026-03-12,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.04,0.04,token,not_available,
2026-03-12,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,2.51,2.51,token,not_available,
2026-03-12,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,0.58,0.58,token,not_available,
2026-03-12,Claude Haiku 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.73,0.73,token,not_available,
2026-03-12,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-03-12,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,4.90,4.90,token,global,
2026-03-12,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,1.58,1.58,token,global,
2026-03-12,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,4.86,4.86,token,global,
2026-03-12,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,2.05,2.05,token,global,
2026-03-12,Claude Sonnet 4,Default,Duncan ,message,≤ 200k,input_no_cache,0.02,0.02,token,not_available,
2026-03-12,Claude Sonnet 4,Default,Duncan ,message,≤ 200k,output,0.00,0.00,token,not_available,
2026-03-12,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,not_available,
2026-03-12,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,2.69,2.69,token,not_available,
2026-03-12,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,3.02,3.02,token,not_available,
2026-03-12,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,output,0.80,0.80,token,not_available,
2026-03-12,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,input_no_cache,4.20,4.20,token,not_available,
2026-03-12,Claude Sonnet 4.5,Default,Rezolve-R2-experimentation,message,≤ 200k,output,0.41,0.41,token,not_available,
2026-03-12,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-03-12,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,7.21,7.21,token,global,
2026-03-12,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,5.11,5.11,token,global,
2026-03-12,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,2.21,2.21,token,global,
2026-03-13,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.01,0.01,token,not_available,
2026-03-13,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,0.33,0.33,token,not_available,
2026-03-13,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.38,0.38,token,not_available,
2026-03-13,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.12,0.12,token,not_available,
2026-03-13,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.02,0.02,token,global,
2026-03-13,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,20.55,20.55,token,global,
2026-03-13,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,5.09,5.09,token,global,
2026-03-13,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,12.94,12.94,token,global,
2026-03-13,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,2.08,2.08,token,global,
2026-03-13,Claude Opus 4.6,Default,QuePasa,message,≤ 200k,output,4.17,4.17,token,global,
2026-03-13,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,not_available,
2026-03-13,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,0.00,0.00,token,not_available,
2026-03-13,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.33,0.33,token,not_available,
2026-03-13,Claude Sonnet 4.5,Default,QuePasa,message,≤ 200k,output,0.01,0.01,token,not_available,
2026-03-13,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_no_cache,0.00,0.00,token,global,
2026-03-13,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_read,0.62,0.62,token,global,
2026-03-13,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,input_cache_write_5m,1.59,1.59,token,global,
2026-03-13,Claude Sonnet 4.6,Default,QuePasa,message,≤ 200k,output,0.54,0.54,token,global,
2026-03-16,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_no_cache,0.25,0.25,token,not_available,
2026-03-16,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_read,0.10,0.10,token,not_available,
2026-03-16,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,input_cache_write_5m,0.21,0.21,token,not_available,
2026-03-16,Claude Haiku 4.5,Default,QuePasa,message,≤ 200k,output,0.14,0.14,token,not_available,
